"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat","fanPts"
"1980","Kylin Hill","202110240gnb","GNB","0","0",0,0,0,"0","0","0","","3",2,0,"3","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-1","-0.3","3","1.0","0","","","0","","0","","5.0","0","","0","0.0","0","39.6",0.2
"1981","Marcedes Lewis","202110240gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,31,0,"17","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","12","4.0","19","6.3","4.0","1","3.0","0","0.0","0","109.7",6.1
"1982","Randall Cobb","202110240gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",3,22,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","5.0","7","2.3","5.0","0","","1","25.0","0","87.5",5.2
"1983","Ricky Seals-Jones","202110240gnb","WAS","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",6,51,0,"14","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","26","4.3","25","4.2","4.1","0","","0","0.0","0","97.0",11.1
"1984","Robert Tonyan","202110240gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,63,1,"25","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","43","10.8","20","5.0","8.0","0","","0","0.0","0","158.3",16.3
"1985","Taylor Heinicke","202110240gnb","WAS","25","37",268,1,1,"4","33","40","86.3","10",95,0,"38","0",0,0,0,"0","2",1,"15","36.6","247","6.7","126","5.0","3.4","142","5.7","0",0,"6",16.7,"3","3","3","10",21.3,"6","12.5","5","92","9.2","3","0.3","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22
"1986","Terry McLaurin","202110240gnb","WAS","0","0",0,0,0,"0","0","0","","0",0,0,"0","12",7,122,1,"40","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","72","10.3","50","7.1","11.9","1","7.0","0","0.0","0","120.8",25.2
"1987","Aaron Jones","202111070kan","GNB","0","0",0,0,0,"0","0","0","","12",53,0,"9","2",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","27","2.3","26","2.2","0","","0","0","","0","","1.0","0","","0","0.0","0","39.6",5.3
"1988","AJ Dillon","202111070kan","GNB","0","0",0,0,0,"0","0","0","","8",46,0,"15","4",4,44,0,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","20","2.5","26","3.3","0","","2","7","1.8","37","9.3","1.8","0","","0","0.0","0","112.5",13
"1989","Allen Lazard","202111070kan","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,20,1,"20","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12","12.0","8","8.0","12.0","1","1.0","0","0.0","0","158.3",9
"1990","Blake Bell","202111070kan","KAN","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","0.0","0","","0","0.0","0","39.6",0
"1991","Darrel Williams","202111070kan","KAN","0","0",0,0,0,"0","0","0","","19",70,0,"11","4",3,7,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","39","2.1","31","1.6","2","9.5","0","-5","-1.7","12","4.0","1.0","0","","0","0.0","0","77.1",10.7
"1992","Davante Adams","202111070kan","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","14",6,42,0,"14","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","27","4.5","15","2.5","11.6","0","","0","0.0","1","20.5",10.2
"1993","Demarcus Robinson","202111070kan","KAN","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,2,0,"2","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1","1.0","1","1.0","1.0","0","","0","0.0","0","79.2",1.2
"1994","Derrick Gore","202111070kan","KAN","0","0",0,0,0,"0","0","0","","3",13,0,"7","1",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","10","3.3","3","1.0","0","","","-1","-1.0","7","7.0","-1.0","0","","0","0.0","0","91.7",2.9
"1995","Dominique Dafney","202111070kan","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","8.0","0","","0","0.0","0","39.6",0
"1996","Jerick McKinnon","202111070kan","KAN","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,26,0,"14","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-5","-1.7","31","10.3","-1.7","0","","0","0.0","0","102.8",5.6
"1997","Jordan Love","202111070kan","GNB","19","34",190,1,1,"1","11","35","69.5","5",23,0,"8","0",0,0,0,"0","1",0,"11","31.4","265","7.8","103","5.4","3.0","87","4.6","1",3.1,"9",28.1,"18","6","6","13",33.3,"4","5.8","0","20","4.0","3","0.6","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9
"1998","Josh Gordon","202111070kan","KAN","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","16.0","0","","0","0.0","0","39.6",0
"1999","Josiah Deguara","202111070kan","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,16,0,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","2.5","11","5.5","2.5","0","","0","0.0","0","100.0",3.6
"2000","Marcedes Lewis","202111070kan","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,-1,0,"-1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-3","-3.0","2","2.0","-3.0","0","","0","0.0","0","79.2",0.9
"2001","Marquez Valdes-Scantling","202111070kan","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,19,0,"16","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","9.0","1","0.5","9.0","0","","0","0.0","0","106.2",3.9
"2002","Mecole Hardman","202111070kan","KAN","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",3,20,0,"9","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","-5","-1.7","25","8.3","7.8","0","","1","16.7","0","57.6",5
"2003","Patrick Mahomes","202111070kan","KAN","20","37",166,1,0,"1","6","25","74.8","2",-2,0,"-1","0",0,0,0,"0","0",0,"9","23.7","331","8.9","63","3.2","1.7","103","5.2","3",8.3,"10",27.8,"9","2","2","5",13.2,"0","","0","-2","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44
"2004","Randall Cobb","202111070kan","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",3,50,0,"35","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","37","12.3","13","4.3","12.4","0","","1","20.0","0","93.7",8
"2005","Travis Kelce","202111070kan","KAN","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",5,68,1,"25","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","48","9.6","20","4.0","8.8","0","","2","25.0","0","129.2",17.8
"2006","Tyreek Hill","202111070kan","KAN","0","0",0,0,0,"0","0","0","","1",-4,0,"-4","11",4,37,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-4","-4.0","0","0.0","0","","3","30","7.5","7","1.8","18.1","0","","0","0.0","0","46.4",7.3
"2007","Aaron Jones","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","7",25,0,"6","6",4,61,0,"24","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","12","1.7","13","1.9","0","","3","4","1.0","57","14.3","0.8","0","","2","33.3","0","100.0",12.6
"2008","Aaron Rodgers","202111140gnb","GNB","23","37",292,0,1,"1","5","50","75.5","2",8,0,"8","0",0,0,0,"0","1",0,"10","26.3","232","6.3","77","3.3","2.1","215","9.3","3",8.6,"2",5.7,"5","3","2","6",15.4,"1","8.0","1","8","4.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.48
"2009","AJ Dillon","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","21",66,2,"11","2",2,62,0,"50","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","27","1.3","39","1.9","2","10.5","2","-1","-0.5","63","31.5","-0.5","2","1.0","0","0.0","0","118.7",26.8
"2010","Alex Collins","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","10",41,0,"10","1",1,8,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","21","2.1","20","2.0","0","","0","-5","-5.0","13","13.0","-5.0","0","","0","0.0","0","100.0",5.9
"2011","Allen Lazard","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","5.0","1","1.0","18.8","0","","0","0.0","0","39.6",1.6
"2012","D.K. Metcalf","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",3,26,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","24","8.0","2","0.7","14.0","0","","1","12.5","1","7.3",5.6
"2013","D'Wayne Eskridge","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,-4,0,"-4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-5","-5.0","1","1.0","16.0","0","","0","0.0","0","56.2",0.6
"2014","Davante Adams","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","11",7,78,0,"34","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","36","5.1","42","6.0","5.1","0","","1","9.1","0","84.7",14.8
"2015","Freddie Swain","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","21.7","0","","1","33.3","0","39.6",0
"2016","Gerald Everett","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",8,63,0,"12","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","23","2.9","40","5.0","2.9","1","8.0","0","0.0","0","99.5",14.3
"2017","Josiah Deguara","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",2,9,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","9","4.5","5.0","0","","0","0.0","1","30.6",2.9
"2018","Marcedes Lewis","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,10,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","3.0","4","2.0","3.0","0","","0","0.0","0","87.5",3
"2019","Marquez Valdes-Scantling","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,41,0,"41","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","26","26.0","15","15.0","33.0","0","","0","0.0","0","95.8",5.1
"2020","Patrick Taylor","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","2",7,0,"5","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","1.5","4","2.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"2021","Penny Hart","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","16.0","0","","0","0.0","0","39.6",0
"2022","Randall Cobb","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",3,21,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","-1","-0.3","22","7.3","2.0","0","","0","0.0","0","86.5",5.1
"2023","Russell Wilson","202111140gnb","SEA","20","40",161,0,2,"3","28","28","39.7","5",32,0,"12","0",0,0,0,"0","0",0,"8","18.6","466","11.7","69","3.5","1.7","92","4.6","3",7.9,"8",21.1,"7","1","2","6",12.5,"5","6.4","2","18","3.6","14","2.8","1","5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.64
"2024","Travis Homer","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","1",2,0,"2","4",3,23,0,"9","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","1","1.0","0","","2","12","4.0","11","3.7","3.5","0","","1","25.0","0","88.5",5.5
"2025","Tyler Davis","202111140gnb","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,4,0,"4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2","2.0","2","2.0","2.0","0","","0","0.0","0","83.3",1.4
"2026","Tyler Lockett","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",2,23,0,"16","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","22","11.0","1","0.5","22.9","0","","0","0.0","1","0.0",4.3
"2027","Will Dissly","202111140gnb","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,22,0,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-2","-1.0","24","12.0","-1.0","0","","0","0.0","0","112.5",4.2
"2028","Aaron Rodgers","202111210min","GNB","23","33",385,4,0,"2","13","75","148.4","2",21,0,"18","0",0,0,0,"0","1",0,"16","45.7","261","7.9","168","7.3","5.1","217","9.4","0",0,"6",19.4,"14","6","2","10",27,"2","10.5","1","21","10.5","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5
"2029","Adam Thielen","202111210min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","10",8,82,1,"26","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","40","5.0","42","5.3","11.0","0","","0","0.0","0","134.2",22.2
"2030","AJ Dillon","202111210min","GNB","0","0",0,0,0,"0","0","0","","11",53,0,"11","6",6,44,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","43","3.9","10","0.9","0","","1","-13","-2.2","57","9.5","-2.2","0","","0","0.0","0","97.2",15.7
"2031","Alexander Mattison","202111210min","MIN","0","0",0,0,0,"0","0","0","","3",5,0,"3","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","1.0","2","0.7","0","","","0","","0","","-1.0","0","","0","0.0","0","39.6",0.5
"2032","C.J. Ham","202111210min","MIN","0","0",0,0,0,"0","0","0","","1",0,0,"0","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2033","Dalvin Cook","202111210min","MIN","0","0",0,0,0,"0","0","0","","22",86,1,"13","4",3,29,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","48","2.2","38","1.7","0","","1","2","0.7","27","9.0","0.8","1","3.0","1","25.0","0","94.8",20.5
"2034","Davante Adams","202111210min","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",7,115,2,"37","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","60","8.6","55","7.9","9.1","0","","0","0.0","0","158.3",30.5
"2035","Dede Westbrook","202111210min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,7,0,"7","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","6.0","1","1.0","4.5","0","","0","0.0","0","58.3",1.7
"2036","Dominique Dafney","202111210min","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,8,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4.0","4","4.0","4.0","0","","0","0.0","0","100.0",1.8
"2037","Equanimeous St. Brown","202111210min","GNB","0","0",0,0,0,"0","0","0","","1",11,0,"11","2",2,43,0,"26","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4.0","7","7.0","0","","2","6","3.0","37","18.5","3.0","0","","0","0.0","0","118.7",7.4
"2038","Jordan Love","202111210min","GNB","0","0",0,0,0,"0","0","0","","1",-1,0,"-1","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-1","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1
"2039","Josiah Deguara","202111210min","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,37,1,"25","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","29","14.5","8","4.0","14.5","0","","0","0.0","0","158.3",11.7
"2040","Justin Jefferson","202111210min","MIN","0","0",0,0,0,"0","0","0","","1",3,0,"3","10",8,169,2,"56","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3","3.0","0","0.0","0","","7","110","13.8","59","7.4","14.6","0","","0","0.0","0","158.3",37.2
"2041","K.J. Osborn","202111210min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",1,19,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","19","19.0","0","0.0","24.8","0","","1","25.0","0","46.9",2.9
"2042","Kirk Cousins","202111210min","MIN","24","35",341,3,0,"2","23","56","128.4","2",-4,0,"-2","0",0,0,0,"0","1",0,"17","45.9","406","11.6","199","8.3","5.7","142","5.9","2",5.9,"6",17.6,"14","5","3","10",27,"0","","0","-4","-2.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.24
"2043","Marquez Valdes-Scantling","202111210min","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","10",4,123,1,"75","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","67","16.8","56","14.0","15.3","0","","0","0.0","0","120.0",22.3
"2044","Patrick Taylor","202111210min","GNB","0","0",0,0,0,"0","0","0","","4",11,0,"5","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","7","1.8","4","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1
"2045","Randall Cobb","202111210min","GNB","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,15,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","15.0","0","0.0","6.0","0","","0","0.0","0","75.0",2.5
"2046","Tyler Conklin","202111210min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,35,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","22","7.3","13","4.3","7.3","0","","0","0.0","0","115.3",6.5
"2047","Brandin Cooks","202109120htx","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",5,132,0,"52","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","113","22.6","19","3.8","18.9","1","5.0","1","14.3","0","113.7",18.2
"2048","Carlos Hyde","202109120htx","JAX","0","0",0,0,0,"0","0","0","","9",44,0,"13","2",2,14,0,"9","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","26","2.9","18","2.0","0","","0","-2","-1.0","16","8.0","-1.0","0","","0","0.0","0","95.8",7.8
"2049","Chris Conley","202109120htx","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,27,0,"17","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","20","10.0","7","3.5","10.0","1","2.0","0","0.0","0","118.7",4.7
"2050","Chris Manhertz","202109120htx","JAX","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,22,1,"22","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","18.0","4","4.0","18.0","0","","0","0.0","0","158.3",9.2
"2051","Danny Amendola","202109120htx","HOU","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",5,34,1,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","20","4.0","14","2.8","4.0","0","","0","0.0","0","134.6",14.4
"2052","David Johnson","202109120htx","HOU","0","0",0,0,0,"0","0","0","","3",10,0,"5","4",3,18,1,"9","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","2.7","2","0.7","0","","1","4","1.3","14","4.7","2.3","0","","0","0.0","0","122.9",11.8
"2053","Devin Smith","202109120htx","JAX","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","19.0","0","","0","0.0","1","0.0",0
